product_length_cm,product_width_cm,product_height_cm,ID_Shape
42,27,21,1661
28,25,7,1662
23,18,15,1663
19,14,12,1664
45,25,5,1665
28,25,18,1666
21,19,22,1667
45,45,30,1668
53,53,26,1669
32,45,26,1670
33,23,25,1671
28,18,18,1672
23,18,21,1673
16,11,25,1674
25,24,7,1675
20,28,2,1676
80,22,50,1677
41,31,5,1678
27,28,33,1679
19,17,15,1680
34,27,16,1681
44,34,17,1682
35,40,35,1683
58,53,15,1684
22,11,6,1685
19,12,14,1686
45,22,11,1687
35,25,60,1688
24,34,47,1689
34,28,6,1690
25,17,2,1691
58,24,61,1692
37,25,35,1693
30,23,30,1694
52,31,15,1695
24,24,24,1696
30,11,40,1697
54,45,30,1698
20,15,20,1699
18,25,11,1700
36,29,8,1701
35,40,20,1702
21,15,4,1703
23,16,7,1704
17,13,2,1705
25,25,60,1706
17,12,9,1707
36,14,9,1708
35,11,6,1709
20,12,13,1710
24,20,20,1711
34,38,8,1712
30,11,20,1713
38,35,12,1714
36,60,50,1715
18,8,9,1716
26,18,10,1717
20,20,3,1718
25,15,19,1719
40,32,12,1720
26,36,3,1721
30,20,3,1722
20,21,20,1723
23,21,13,1724
37,24,13,1725
12,12,21,1726
27,35,35,1727
16,30,4,1728
20,20,2,1729
55,25,13,1730
18,12,13,1731
18,16,7,1732
17,15,15,1733
30,32,6,1734
38,45,26,1735
63,20,11,1736
22,34,46,1737
17,14,12,1738
69,20,15,1739
29,18,23,1740
19,12,8,1741
53,32,65,1742
24,23,14,1743
70,30,30,1744
16,20,8,1745
58,58,20,1746
38,33,5,1747
27,16,5,1748
60,15,2,1749
28,28,11,1750
26,12,5,1751
39,39,38,1752
60,11,16,1753
52,29,25,1754
17,23,7,1755
40,14,31,1756
38,26,33,1757
31,31,17,1758
20,40,40,1759
28,14,6,1760
55,35,15,1761
90,50,4,1762
35,14,7,1763
71,44,4,1764
43,22,32,1765
35,30,8,1766
57,22,55,1767
51,26,35,1768
26,12,3,1769
16,16,85,1770
20,22,22,1771
35,28,22,1772
18,32,48,1773
16,80,50,1774
33,29,13,1775
88,87,4,1776
18,18,25,1777
22,13,3,1778
23,20,23,1779
29,20,13,1780
43,31,20,1781
18,12,9,1782
23,17,7,1783
55,55,25,1784
35,25,20,1785
17,14,15,1786
19,16,15,1787
25,38,55,1788
24,15,7,1789
32,28,5,1790
34,23,21,1791
16,17,16,1792
52,32,3,1793
25,18,12,1794
51,41,51,1795
52,52,8,1796
16,24,7,1797
16,12,13,1798
15,12,11,1799
100,55,10,1800
45,30,8,1801
44,23,35,1802
36,30,8,1803
16,40,50,1804
43,37,17,1805
28,20,28,1806
69,49,10,1807
20,21,8,1808
21,21,12,1809
26,18,12,1810
18,11,4,1811
16,15,7,1812
17,12,8,1813
23,23,9,1814
50,40,40,1815
33,45,10,1816
60,20,10,1817
39,78,12,1818
21,17,11,1819
32,23,28,1820
19,11,19,1821
45,44,12,1822
50,22,20,1823
58,57,21,1824
25,15,15,1825
34,34,11,1826
32,32,11,1827
70,29,24,1828
57,31,68,1829
22,22,5,1830
32,27,14,1831
21,22,18,1832
53,18,74,1833
25,40,9,1834
37,27,15,1835
34,18,25,1836
30,22,16,1837
60,25,21,1838
36,27,5,1839
50,50,90,1840
20,20,26,1841
29,20,16,1842
37,14,14,1843
65,70,15,1844
36,26,16,1845
60,35,30,1846
21,20,25,1847
20,12,10,1848
31,31,10,1849
20,17,20,1850
19,15,14,1851
23,15,5,1852
22,19,10,1853
36,19,31,1854
56,28,61,1855
25,83,26,1856
31,27,25,1857
22,21,17,1858
20,16,20,1859
28,26,11,1860
57,45,24,1861
21,16,13,1862
22,15,9,1863
23,12,8,1864
16,14,9,1865
28,19,19,1866
44,33,15,1867
52,19,9,1868
105,16,16,1869
23,23,5,1870
31,14,15,1871
55,26,16,1872
100,15,8,1873
46,28,27,1874
24,17,12,1875
20,14,14,1876
26,22,10,1877
23,20,11,1878
16,13,8,1879
26,15,3,1880
44,33,8,1881
35,35,40,1882
38,38,12,1883
19,31,44,1884
40,15,3,1885
38,44,47,1886
20,16,11,1887
29,23,15,1888
85,26,8,1889
50,30,30,1890
28,11,8,1891
39,29,30,1892
21,16,22,1893
65,35,35,1894
20,15,3,1895
81,56,8,1896
22,20,12,1897
33,18,15,1898
16,12,2,1899
16,48,6,1900
39,20,9,1901
47,15,10,1902
38,32,25,1903
40,46,35,1904
42,27,12,1905
50,20,30,1906
38,22,18,1907
25,25,5,1908
18,11,5,1909
80,16,14,1910
18,24,5,1911
48,29,26,1912
31,21,43,1913
58,24,55,1914
26,16,13,1915
60,37,60,1916
100,11,20,1917
24,18,5,1918
20,30,16,1919
46,19,6,1920
18,15,8,1921
36,26,14,1922
36,14,23,1923
38,28,7,1924
30,17,16,1925
16,11,35,1926
22,12,6,1927
28,14,24,1928
18,14,12,1929
18,17,9,1930
40,20,100,1931
34,34,20,1932
30,20,12,1933
23,20,26,1934
80,70,40,1935
20,16,15,1936
65,65,13,1937
37,37,13,1938
49,41,22,1939
30,28,12,1940
35,34,45,1941
70,20,15,1942
21,11,14,1943
30,40,4,1944
80,25,20,1945
26,40,61,1946
42,28,29,1947
25,20,21,1948
20,19,19,1949
16,14,15,1950
55,11,6,1951
60,14,14,1952
23,16,11,1953
20,59,16,1954
20,19,16,1955
35,20,12,1956
22,22,19,1957
28,20,18,1958
27,12,5,1959
24,17,3,1960
18,16,4,1961
79,40,12,1962
35,28,12,1963
31,26,6,1964
43,35,15,1965
24,16,2,1966
65,45,50,1967
47,47,6,1968
80,26,26,1969
95,35,16,1970
53,31,30,1971
16,12,30,1972
29,17,17,1973
22,25,26,1974
30,11,5,1975
45,25,15,1976
24,27,20,1977
16,13,9,1978
19,13,11,1979
60,60,40,1980
25,22,27,1981
55,29,26,1982
19,35,44,1983
18,14,14,1984
100,15,3,1985
16,19,4,1986
19,46,33,1987
43,40,40,1988
40,11,15,1989
35,15,14,1990
32,26,5,1991
43,37,11,1992
57,37,15,1993
47,37,23,1994
40,40,32,1995
32,17,14,1996
23,12,7,1997
30,30,32,1998
41,51,15,1999
27,32,18,2000
22,19,19,2001
25,11,10,2002
65,44,44,2003
33,26,27,2004
48,16,30,2005
35,36,8,2006
31,15,13,2007
24,18,2,2008
30,40,50,2009
25,35,15,2010
25,36,37,2011
16,13,3,2012
22,15,12,2013
77,47,4,2014
60,15,10,2015
34,56,34,2016
23,18,14,2017
100,20,5,2018
23,19,27,2019
21,14,14,2020
24,16,24,2021
40,25,5,2022
45,35,10,2023
19,14,11,2024
36,32,30,2025
21,17,12,2026
43,20,43,2027
16,16,7,2028
20,11,11,2029
21,20,22,2030
30,35,30,2031
41,16,5,2032
19,16,16,2033
55,82,10,2034
50,45,18,2035
22,12,12,2036
52,21,8,2037
25,11,8,2038
31,31,35,2039
28,21,13,2040
30,28,24,2041
105,25,7,2042
60,40,20,2043
45,25,48,2044
33,12,12,2045
52,37,5,2046
31,21,21,2047
40,17,27,2048
36,19,11,2049
22,32,8,2050
21,16,15,2051
20,12,12,2052
40,32,15,2053
22,11,11,2054
20,19,5,2055
30,20,36,2056
39,22,22,2057
55,26,10,2058
70,40,10,2059
26,22,4,2060
105,25,65,2061
24,24,12,2062
37,25,7,2063
25,18,2,2064
66,45,12,2065
27,25,22,2066
19,11,8,2067
38,22,38,2068
24,11,5,2069
34,26,5,2070
56,39,12,2071
25,29,16,2072
32,26,4,2073
40,12,2,2074
21,27,8,2075
19,18,11,2076
54,25,41,2077
20,9,17,2078
50,25,16,2079
30,25,7,2080
52,32,22,2081
46,46,40,2082
50,38,17,2083
17,16,12,2084
16,23,17,2085
56,56,28,2086
32,11,11,2087
20,26,2,2088
44,40,16,2089
23,22,19,2090
20,19,23,2091
94,15,15,2092
45,35,4,2093
38,38,6,2094
35,15,35,2095
13,12,14,2096
46,34,10,2097
19,15,17,2098
60,60,60,2099
26,16,9,2100
16,21,12,2101
40,21,34,2102
32,18,18,2103
44,30,14,2104
20,15,14,2105
100,11,11,2106
54,24,17,2107
19,14,13,2108
47,41,21,2109
27,26,29,2110
30,28,13,2111
30,22,13,2112
84,50,25,2113
17,11,6,2114
23,18,3,2115
76,49,32,2116
27,21,12,2117
43,41,68,2118
52,47,5,2119
30,25,25,2120
20,14,13,2121
26,18,8,2122
41,27,26,2123
39,46,20,2124
32,20,50,2125
80,11,11,2126
19,18,15,2127
38,29,6,2128
54,15,7,2129
32,12,12,2130
36,24,22,2131
29,21,4,2132
33,13,4,2133
25,37,52,2134
16,14,5,2135
23,17,4,2136
21,17,28,2137
70,15,15,2138
48,16,36,2139
23,20,4,2140
62,22,10,2141
17,37,44,2142
29,23,28,2143
28,11,24,2144
32,36,15,2145
45,41,22,2146
57,22,56,2147
26,21,21,2148
20,38,50,2149
23,16,8,2150
11,52,11,2151
30,27,32,2152
23,26,18,2153
42,40,8,2154
21,16,20,2155
29,45,39,2156
26,36,26,2157
32,11,10,2158
90,25,20,2159
74,74,8,2160
20,22,15,2161
48,47,61,2162
105,31,31,2163
20,16,3,2164
16,50,56,2165
19,12,7,2166
23,23,18,2167
30,40,40,2168
23,16,4,2169
23,21,4,2170
24,29,7,2171
24,24,18,2172
28,12,12,2173
23,19,14,2174
16,49,35,2175
22,17,18,2176
33,33,7,2177
28,18,15,2178
25,15,5,2179
43,43,83,2180
60,30,30,2181
18,14,4,2182
49,49,84,2183
38,20,12,2184
16,9,12,2185
80,60,60,2186
84,84,8,2187
31,29,26,2188
16,18,12,2189
23,25,68,2190
22,16,21,2191
41,41,4,2192
20,15,4,2193
35,35,18,2194
25,18,11,2195
47,38,37,2196
25,20,2,2197
21,21,14,2198
41,21,21,2199
19,91,10,2200
23,14,8,2201
28,18,10,2202
40,36,43,2203
55,55,30,2204
23,15,12,2205
20,15,18,2206
49,30,50,2207
77,34,14,2208
20,19,18,2209
44,32,22,2210
26,39,57,2211
21,22,8,2212
19,18,20,2213
68,35,44,2214
34,18,18,2215
35,29,7,2216
40,40,50,2217
26,18,17,2218
90,21,21,2219
55,46,13,2220
94,41,31,2221
40,50,20,2222
25,25,33,2223
20,46,30,2224
32,29,5,2225
28,11,25,2226
17,13,14,2227
31,29,29,2228
30,25,15,2229
102,41,4,2230
33,30,30,2231
45,27,86,2232
20,48,5,2233
40,34,11,2234
19,32,13,2235
25,15,2,2236
26,16,7,2237
18,17,26,2238
31,24,15,2239
20,25,2,2240
34,31,8,2241
22,14,22,2242
52,27,44,2243
61,24,58,2244
35,26,3,2245
29,16,16,2246
30,20,30,2247
46,36,2,2248
17,15,11,2249
20,16,10,2250
50,70,32,2251
27,13,27,2252
47,35,10,2253
38,12,24,2254
16,38,64,2255
46,44,20,2256
24,18,12,2257
35,35,8,2258
30,25,6,2259
28,28,18,2260
42,42,12,2261
60,54,23,2262
16,12,32,2263
65,45,8,2264
48,32,15,2265
54,26,13,2266
42,22,10,2267
24,15,8,2268
26,16,21,2269
65,35,15,2270
105,69,5,2271
55,20,25,2272
36,26,12,2273
33,33,26,2274
42,31,20,2275
49,34,10,2276
49,34,29,2277
19,16,17,2278
25,24,32,2279
18,18,16,2280
54,42,19,2281
27,27,5,2282
16,37,39,2283
35,34,40,2284
25,20,12,2285
58,28,44,2286
28,15,13,2287
28,26,26,2288
31,18,18,2289
30,18,15,2290
45,24,10,2291
42,60,58,2292
18,20,5,2293
95,64,25,2294
19,20,15,2295
25,24,22,2296
80,33,23,2297
42,28,37,2298
31,31,12,2299
36,36,41,2300
19,14,19,2301
33,33,36,2302
29,58,49,2303
25,25,32,2304
43,20,39,2305
25,15,10,2306
19,13,3,2307
16,20,16,2308
44,16,34,2309
42,26,42,2310
33,31,33,2311
41,11,45,2312
26,21,5,2313
62,25,12,2314
42,15,3,2315
25,24,13,2316
68,11,30,2317
34,16,25,2318
28,38,32,2319
52,42,6,2320
44,39,25,2321
23,15,15,2322
40,40,5,2323
25,60,25,2324
25,12,7,2325
20,13,12,2326
43,33,25,2327
27,14,9,2328
45,28,28,2329
71,47,13,2330
54,28,9,2331
30,30,50,2332
26,24,12,2333
25,15,8,2334
22,22,14,2335
35,20,35,2336
25,20,6,2337
27,15,13,2338
33,33,12,2339
27,13,11,2340
17,16,15,2341
53,34,30,2342
17,14,13,2343
38,35,5,2344
24,24,22,2345
34,21,19,2346
20,11,9,2347
46,56,9,2348
18,20,6,2349
60,90,17,2350
33,22,37,2351
20,11,25,2352
80,46,41,2353
30,26,4,2354
48,48,65,2355
61,37,61,2356
17,15,21,2357
17,13,7,2358
18,31,39,2359
22,20,6,2360
28,15,5,2361
45,20,6,2362
55,52,64,2363
50,40,8,2364
30,23,4,2365
60,20,11,2366
54,52,40,2367
30,13,6,2368
53,16,50,2369
25,18,10,2370
30,19,4,2371
23,11,22,2372
80,20,20,2373
95,65,15,2374
20,11,20,2375
17,17,26,2376
27,27,24,2377
37,12,6,2378
21,22,21,2379
20,20,60,2380
22,12,9,2381
20,58,25,2382
40,32,6,2383
12,18,9,2384
45,26,21,2385
17,24,24,2386
17,13,8,2387
19,26,30,2388
18,17,16,2389
23,22,17,2390
100,20,11,2391
30,19,60,2392
30,15,12,2393
31,13,4,2394
37,37,37,2395
60,60,12,2396
22,17,4,2397
57,42,36,2398
41,33,6,2399
30,31,7,2400
16,9,11,2401
51,36,22,2402
33,38,48,2403
43,33,23,2404
52,36,52,2405
19,20,4,2406
24,19,16,2407
16,15,25,2408
101,25,16,2409
19,18,18,2410
18,18,6,2411
24,19,13,2412
16,22,29,2413
60,60,6,2414
100,11,80,2415
42,32,14,2416
43,24,17,2417
60,40,40,2418
30,33,28,2419
18,13,4,2420
65,13,65,2421
47,49,30,2422
31,30,28,2423
51,15,15,2424
30,25,14,2425
33,16,22,2426
86,40,8,2427
24,21,13,2428
27,27,27,2429
50,50,7,2430
28,22,28,2431
25,16,16,2432
67,30,57,2433
30,28,21,2434
38,26,38,2435
25,22,22,2436
34,43,12,2437
67,31,2,2438
60,18,60,2439
105,45,12,2440
50,30,22,2441
30,45,5,2442
22,15,8,2443
25,25,31,2444
40,33,34,2445
18,12,17,2446
60,16,16,2447
104,68,4,2448
31,14,14,2449
21,15,57,2450
20,11,4,2451
19,16,26,2452
27,14,8,2453
21,18,20,2454
100,12,7,2455
25,16,5,2456
37,38,20,2457
50,27,60,2458
60,12,12,2459
24,25,16,2460
104,27,23,2461
60,26,16,2462
22,20,4,2463
29,16,10,2464
52,32,5,2465
35,45,20,2466
46,15,10,2467
58,46,20,2468
19,24,28,2469
30,16,20,2470
40,25,26,2471
34,30,23,2472
22,19,8,2473
40,25,45,2474
20,13,15,2475
41,32,17,2476
17,17,32,2477
21,11,9,2478
16,14,6,2479
39,36,43,2480
50,65,50,2481
20,19,17,2482
30,21,3,2483
50,60,11,2484
60,18,18,2485
40,36,20,2486
18,27,34,2487
28,24,32,2488
28,24,20,2489
20,25,20,2490
39,20,5,2491
29,24,28,2492
60,90,5,2493
56,28,26,2494
16,30,7,2495
35,25,4,2496
44,43,23,2497
46,60,10,2498
51,20,17,2499
30,22,14,2500
9,8,9,2501
80,60,12,2502
45,11,10,2503
20,40,50,2504
95,50,8,2505
20,17,11,2506
22,17,10,2507
20,14,11,2508
16,16,17,2509
28,21,16,2510
33,33,18,2511
18,12,3,2512
54,40,20,2513
18,16,20,2514
35,34,30,2515
24,16,8,2516
36,45,30,2517
50,26,43,2518
18,30,30,2519
20,20,11,2520
44,42,22,2521
18,13,15,2522
31,31,27,2523
83,33,41,2524
37,50,32,2525
101,62,10,2526
28,40,2,2527
16,37,11,2528
21,19,12,2529
36,16,15,2530
17,16,14,2531
44,62,45,2532
16,24,24,2533
46,32,10,2534
30,70,20,2535
35,35,43,2536
19,13,6,2537
40,11,32,2538
39,35,11,2539
25,21,21,2540
28,23,10,2541
20,20,14,2542
50,40,35,2543
45,35,35,2544
29,25,32,2545
20,22,35,2546
47,62,32,2547
30,17,4,2548
27,20,6,2549
56,56,17,2550
47,32,25,2551
21,17,17,2552
98,60,10,2553
100,50,6,2554
33,18,40,2555
42,14,4,2556
26,19,18,2557
33,18,10,2558
27,27,14,2559
65,65,11,2560
57,46,9,2561
28,27,36,2562
62,14,16,2563
58,50,40,2564
55,20,7,2565
30,30,22,2566
27,16,14,2567
38,28,29,2568
40,40,12,2569
29,23,20,2570
18,34,58,2571
56,11,11,2572
36,36,16,2573
42,35,11,2574
24,11,24,2575
37,17,10,2576
18,22,20,2577
22,38,48,2578
47,35,24,2579
30,26,26,2580
35,16,35,2581
22,27,19,2582
70,60,10,2583
30,25,69,2584
17,15,14,2585
80,50,50,2586
20,14,12,2587
24,17,9,2588
24,34,4,2589
35,30,32,2590
45,22,60,2591
57,28,4,2592
16,12,18,2593
37,36,65,2594
33,24,4,2595
30,15,2,2596
25,20,8,2597
29,20,27,2598
24,28,4,2599
32,16,10,2600
90,18,13,2601
35,29,8,2602
37,11,3,2603
57,37,21,2604
35,45,15,2605
20,20,65,2606
22,13,19,2607
50,31,12,2608
18,18,32,2609
40,30,11,2610
30,90,42,2611
30,20,9,2612
16,22,17,2613
35,40,7,2614
72,13,11,2615
42,32,22,2616
89,40,15,2617
16,20,35,2618
41,41,19,2619
40,50,9,2620
42,32,20,2621
23,16,15,2622
21,18,13,2623
31,31,11,2624
16,17,6,2625
25,40,60,2626
16,18,13,2627
28,14,13,2628
41,12,12,2629
26,26,2,2630
19,19,17,2631
24,26,6,2632
62,32,15,2633
30,28,28,2634
31,54,85,2635
30,54,20,2636
81,21,2,2637
29,39,29,2638
58,25,59,2639
20,12,25,2640
40,40,16,2641
51,51,13,2642
26,17,8,2643
32,30,23,2644
24,20,11,2645
24,16,5,2646
35,35,20,2647
35,30,16,2648
27,16,2,2649
21,13,8,2650
25,20,16,2651
28,27,10,2652
30,26,15,2653
28,12,8,2654
16,13,17,2655
33,49,38,2656
23,20,15,2657
51,51,8,2658
52,19,32,2659
26,15,14,2660
55,11,50,2661
30,26,13,2662
53,53,15,2663
26,11,18,2664
23,28,14,2665
48,12,10,2666
90,80,16,2667
16,22,7,2668
16,13,63,2669
23,21,6,2670
30,20,23,2671
20,11,5,2672
54,48,13,2673
30,17,10,2674
18,15,5,2675
18,27,36,2676
35,22,28,2677
37,39,30,2678
53,32,77,2679
50,37,8,2680
22,22,54,2681
28,20,15,2682
20,20,45,2683
20,13,20,2684
26,25,5,2685
54,18,54,2686
38,34,9,2687
40,30,7,2688
32,15,15,2689
31,31,58,2690
20,11,10,2691
32,11,15,2692
36,26,25,2693
31,26,11,2694
38,25,12,2695
55,47,49,2696
22,16,6,2697
25,16,36,2698
20,17,13,2699
17,11,14,2700
36,35,13,2701
19,23,17,2702
51,18,11,2703
21,15,11,2704
65,30,20,2705
38,22,13,2706
35,12,50,2707
34,23,4,2708
30,22,4,2709
27,33,27,2710
20,26,30,2711
77,50,33,2712
33,39,7,2713
20,22,27,2714
28,14,4,2715
45,28,11,2716
34,17,15,2717
55,15,17,2718
52,13,8,2719
35,24,14,2720
41,42,13,2721
36,13,10,2722
23,16,3,2723
18,27,30,2724
26,20,9,2725
25,20,25,2726
16,15,30,2727
28,26,29,2728
105,18,48,2729
41,31,26,2730
16,43,43,2731
32,29,35,2732
43,23,9,2733
30,40,35,2734
32,32,75,2735
30,11,6,2736
40,43,22,2737
58,33,23,2738
20,22,18,2739
23,19,11,2740
25,25,55,2741
19,16,3,2742
16,25,16,2743
16,17,22,2744
27,27,12,2745
17,40,28,2746
28,17,11,2747
75,25,25,2748
56,33,28,2749
40,43,14,2750
43,30,5,2751
37,12,4,2752
90,20,60,2753
16,29,31,2754
16,16,12,2755
25,16,15,2756
31,11,13,2757
52,13,12,2758
30,40,12,2759
42,16,6,2760
27,20,11,2761
21,17,32,2762
28,16,4,2763
90,11,5,2764
22,27,29,2765
18,15,3,2766
22,20,26,2767
54,23,6,2768
31,16,19,2769
33,23,2,2770
17,14,16,2771
34,14,14,2772
21,12,9,2773
60,11,11,2774
29,22,10,2775
80,22,12,2776
21,21,40,2777
23,14,9,2778
40,50,3,2779
41,27,16,2780
62,30,32,2781
22,19,14,2782
23,28,15,2783
16,15,2,2784
26,26,13,2785
35,25,40,2786
98,15,30,2787
18,18,10,2788
44,12,21,2789
20,37,16,2790
28,40,32,2791
27,27,29,2792
40,17,10,2793
34,19,15,2794
36,16,10,2795
21,17,4,2796
68,68,23,2797
26,21,12,2798
25,40,30,2799
20,17,15,2800
35,27,27,2801
22,12,15,2802
55,22,20,2803
51,12,11,2804
16,21,23,2805
24,23,18,2806
91,33,19,2807
17,16,20,2808
40,23,15,2809
21,21,30,2810
90,20,27,2811
72,44,4,2812
23,14,12,2813
58,56,28,2814
22,22,63,2815
20,17,14,2816
22,11,10,2817
32,28,40,2818
43,11,13,2819
20,16,18,2820
35,29,23,2821
34,34,40,2822
16,33,3,2823
34,32,8,2824
28,20,10,2825
16,11,105,2826
26,21,16,2827
75,55,20,2828
54,15,36,2829
27,25,10,2830
18,20,21,2831
46,29,12,2832
22,14,5,2833
12,10,12,2834
47,36,19,2835
56,31,59,2836
27,24,20,2837
98,15,15,2838
21,11,4,2839
24,22,29,2840
30,30,14,2841
35,21,4,2842
51,20,16,2843
28,14,14,2844
31,43,32,2845
20,51,5,2846
37,19,19,2847
100,90,7,2848
56,20,35,2849
47,19,19,2850
30,28,14,2851
20,32,13,2852
80,76,10,2853
35,24,7,2854
32,12,4,2855
66,11,10,2856
22,22,30,2857
18,16,8,2858
21,15,17,2859
30,23,27,2860
22,16,30,2861
28,14,18,2862
60,60,20,2863
36,11,20,2864
50,38,7,2865
25,18,16,2866
44,44,13,2867
29,23,8,2868
37,29,32,2869
77,43,18,2870
18,18,11,2871
29,15,5,2872
58,59,58,2873
23,32,102,2874
30,15,10,2875
42,42,27,2876
24,17,22,2877
41,37,18,2878
23,50,8,2879
25,11,15,2880
20,18,3,2881
36,29,4,2882
65,15,15,2883
29,22,24,2884
17,17,15,2885
37,39,53,2886
29,29,9,2887
21,18,8,2888
19,38,69,2889
22,21,20,2890
21,21,11,2891
35,35,2,2892
58,30,65,2893
24,16,21,2894
43,11,30,2895
32,24,8,2896
27,14,10,2897
50,50,40,2898
58,27,9,2899
19,17,9,2900
55,45,18,2901
33,41,29,2902
27,15,10,2903
19,34,49,2904
47,35,11,2905
17,12,14,2906
70,37,40,2907
18,11,25,2908
43,25,36,2909
60,24,3,2910
24,18,8,2911
21,21,18,2912
16,35,104,2913
30,50,40,2914
16,20,22,2915
49,46,46,2916
51,46,43,2917
25,30,50,2918
50,37,21,2919
100,30,25,2920
39,33,12,2921
28,15,11,2922
17,32,9,2923
40,20,30,2924
25,35,20,2925
31,73,96,2926
22,34,20,2927
20,15,45,2928
26,23,19,2929
50,18,10,2930
17,15,12,2931
56,18,56,2932
45,30,30,2933
45,39,24,2934
16,36,26,2935
40,25,13,2936
22,11,15,2937
17,17,18,2938
70,17,8,2939
24,30,102,2940
63,29,37,2941
23,23,12,2942
33,37,29,2943
32,24,21,2944
105,15,15,2945
62,40,34,2946
76,38,46,2947
37,30,34,2948
42,31,30,2949
40,40,38,2950
90,25,15,2951
16,14,19,2952
35,18,42,2953
28,33,27,2954
72,46,4,2955
18,18,19,2956
25,65,3,2957
20,12,7,2958
16,26,30,2959
27,25,6,2960
30,31,15,2961
20,11,8,2962
28,25,20,2963
30,21,2,2964
30,15,45,2965
16,17,10,2966
28,19,16,2967
19,37,11,2968
26,46,66,2969
34,17,25,2970
33,33,35,2971
24,12,4,2972
23,21,20,2973
25,26,26,2974
54,15,4,2975
20,20,13,2976
17,11,21,2977
16,13,7,2978
21,18,26,2979
80,16,16,2980
18,30,7,2981
38,38,30,2982
20,14,5,2983
42,42,17,2984
52,47,26,2985
34,12,12,2986
30,21,10,2987
27,27,23,2988
34,55,85,2989
25,12,17,2990
33,28,15,2991
34,16,4,2992
28,26,22,2993
54,43,45,2994
22,16,13,2995
19,30,60,2996
105,40,16,2997
34,18,2,2998
40,28,4,2999
62,19,62,3000
23,14,26,3001
25,18,21,3002
60,60,10,3003
22,22,8,3004
48,31,28,3005
45,21,23,3006
22,30,9,3007
33,31,36,3008
47,12,8,3009
15,13,21,3010
35,48,17,3011
20,20,4,3012
65,36,13,3013
23,19,12,3014
50,56,75,3015
39,27,22,3016
60,42,40,3017
38,38,48,3018
45,40,10,3019
42,43,12,3020
65,47,5,3021
31,23,18,3022
18,15,15,3023
16,10,9,3024
45,20,30,3025
19,15,7,3026
26,11,7,3027
33,30,10,3028
19,11,7,3029
46,37,9,3030
31,41,29,3031
25,28,30,3032
49,49,25,3033
52,11,7,3034
42,39,13,3035
33,38,9,3036
30,19,25,3037
25,22,7,3038
23,19,17,3039
72,52,22,3040
22,18,13,3041
22,21,12,3042
70,40,35,3043
17,27,19,3044
27,27,32,3045
27,32,10,3046
62,37,35,3047
24,23,17,3048
105,20,20,3049
18,17,7,3050
50,31,17,3051
24,24,15,3052
28,24,17,3053
23,12,9,3054
24,18,14,3055
53,33,20,3056
79,63,5,3057
33,33,44,3058
50,30,5,3059
50,17,10,3060
40,15,15,3061
20,15,30,3062
26,18,11,3063
34,26,2,3064
52,22,17,3065
60,24,12,3066
26,26,80,3067
45,35,18,3068
70,65,15,3069
47,37,35,3070
31,31,60,3071
34,32,4,3072
25,21,42,3073
38,12,9,3074
41,48,35,3075
33,40,45,3076
48,40,28,3077
21,28,18,3078
50,35,5,3079
19,14,14,3080
21,9,9,3081
12,9,4,3082
48,40,13,3083
25,25,6,3084
38,25,42,3085
25,30,38,3086
64,39,5,3087
62,40,11,3088
32,14,21,3089
28,20,3,3090
27,14,17,3091
24,19,20,3092
60,33,61,3093
32,32,17,3094
16,15,19,3095
98,16,8,3096
44,36,33,3097
28,45,33,3098
16,25,11,3099
39,32,13,3100
30,17,11,3101
18,11,7,3102
103,28,17,3103
27,17,12,3104
25,45,15,3105
32,27,30,3106
31,23,7,3107
52,52,15,3108
60,20,46,3109
65,65,40,3110
19,20,9,3111
21,52,12,3112
45,30,5,3113
25,19,7,3114
27,24,19,3115
24,13,14,3116
37,28,15,3117
100,60,3,3118
22,22,20,3119
26,26,12,3120
16,34,34,3121
31,22,2,3122
18,18,23,3123
22,17,28,3124
42,64,11,3125
16,17,3,3126
27,16,10,3127
30,34,10,3128
58,49,50,3129
42,30,22,3130
37,30,9,3131
16,13,14,3132
72,11,22,3133
70,60,60,3134
27,19,2,3135
30,35,55,3136
70,70,55,3137
27,25,26,3138
60,36,5,3139
33,19,8,3140
19,19,23,3141
100,30,20,3142
35,31,46,3143
50,45,8,3144
46,14,32,3145
32,11,24,3146
50,45,20,3147
16,24,10,3148
30,21,14,3149
26,27,47,3150
28,20,23,3151
41,31,13,3152
29,22,2,3153
44,30,22,3154
18,17,12,3155
35,32,6,3156
25,40,55,3157
26,11,22,3158
65,55,18,3159
32,17,13,3160
40,20,7,3161
101,60,8,3162
17,18,7,3163
16,30,20,3164
18,30,38,3165
26,33,32,3166
26,18,18,3167
31,31,50,3168
17,19,14,3169
59,42,38,3170
55,12,13,3171
60,15,105,3172
21,17,14,3173
20,12,16,3174
27,27,10,3175
23,16,14,3176
65,54,40,3177
36,22,22,3178
33,33,20,3179
23,23,65,3180
17,11,9,3181
28,25,5,3182
58,85,19,3183
37,40,10,3184
30,45,20,3185
16,11,29,3186
45,50,10,3187
30,30,16,3188
25,12,105,3189
26,31,32,3190
43,37,50,3191
18,14,19,3192
50,11,4,3193
40,40,45,3194
21,13,19,3195
31,54,45,3196
24,24,9,3197
68,44,26,3198
26,35,10,3199
21,16,12,3200
75,25,52,3201
65,33,11,3202
20,16,19,3203
28,19,10,3204
45,33,22,3205
19,21,15,3206
24,20,24,3207
71,50,76,3208
44,34,18,3209
35,20,16,3210
40,21,11,3211
59,25,10,3212
